Id,RecResult,Confidence
3527,room for,0.41 0.43
3528,i would like room,1.0 1.0 0.99 0.45
3529,i would like brown sandals,1.0 1.0 1.0 1.0 1.0
3530,are museum,0.25 0.28
3531,thirty six,0.87 0.87
3532,i would like jeans,1.0 1.0 1.0 0.32
3533,i would like brown suite,1.0 1.0 1.0 1.0 0.73
3534,small,0.96
3535,forty four,0.39 0.36
3536,where is too expensive,0.77 1.0 0.98 0.98
3537,my name is brian,1.0 1.0 1.0 1.0
3538,i am from scotland,0.97 0.97 1.0 0.69
3539,i'm from portugal,0.94 1.0 0.65
3540,my name is erica,0.99 0.99 0.99 1.0
3541,i am from germany,0.9 0.9 1.0 1.0
3542,germany is not in africa,1.0 1.0 1.0 1.0 1.0
3543,germany is in europe,0.97 0.97 0.96 0.94
3544,the capital of rome medium,1.0 1.0 1.0 0.42 0.57
3545,the capital of berger room,1.0 1.0 0.99 0.23 0.48
3546,i have three older brothers,0.92 1.0 1.0 1.0 0.99
3547,i'm going on holidays,0.68 0.96 0.81 1.0
3548,this is my passport,0.6 0.6 0.39 0.38
3549,this is my passport,1.0 1.0 1.0 1.0
3550,that's my passport,0.78 0.88 0.88
3551,my name is janet,1.0 1.0 0.99 0.93
3552,i am from scotland,0.96 0.94 1.0 0.99
3553,my name is sarah,1.0 1.0 1.0 0.99
3554,i'm from german,0.97 1.0 0.99
3555,the capital of germany is rome,1.0 1.0 0.98 0.55 0.95 0.63
3556,a hamburger,0.84 0.59
3557,i'm going on holidays,0.51 0.98 0.71 0.9
3558,a a for,0.32 0.46 0.39
3559,for mamma mia,0.35 0.65 0.53
3560,that is my passport,0.74 1.0 0.61 0.62
3561,my name is sarah,1.0 1.0 1.0 1.0
3562,i am from austria,0.82 0.82 1.0 0.66
3563,i would like a room for one week,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3564,i would like a suite,1.0 1.0 1.0 1.0 1.0
3565,i would like to pay with credit card,1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0
3566,a grocery market,0.34 0.95 0.95
3568,is there a grocery store,0.99 1.0 1.0 1.0 1.0
3569,i would like a room for six nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3570,i would like a twin room,1.0 1.0 1.0 0.84 0.5 0.53
3571,i would like to pay with post card,1.0 1.0 1.0 0.97 1.0 1.0 0.96 0.96
3572,i would like to pay with euros,1.0 1.0 1.0 0.93 1.0 1.0 0.92
3573,are there a lift,1.0 1.0 1.0 1.0
3574,is there a lift,1.0 1.0 1.0 1.0
3575,where is the lift,1.0 1.0 1.0 0.63
3576,i would like a room for one week,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3577,i would like a suite,1.0 1.0 1.0 1.0 1.0
3578,i would like to pay with mastercard,1.0 1.0 1.0 0.86 1.0 1.0 0.98
3579,i would like to pay with mastercard,1.0 1.0 1.0 1.0 1.0 1.0 0.99
3580,are there a hairdresser,1.0 1.0 1.0 1.0
3581,is there a hairdresser,1.0 1.0 1.0 1.0
3582,where is the hairdresser,1.0 1.0 1.0 1.0
3583,my room is dirty,0.81 1.0 1.0 1.0
3584,i would like a hairdryer,1.0 1.0 1.0 0.99 1.0
3585,can i have a hairdryer,1.0 1.0 1.0 1.0 1.0
3586,i would like a hairdryer,1.0 1.0 1.0 1.0 1.0
3587,i haven't a reservation,0.61 0.56 1.0 1.0
3588,can i have three tickets to london,1.0 1.0 1.0 0.8 1.0 1.0 1.0
3589,i would like to leave on wednesday evening,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3590,my name is paul,1.0 1.0 1.0 0.92
3591,i'm from scotland,0.98 1.0 1.0
3592,can i have five tickets to london please,1.0 1.0 1.0 1.0 1.0 1.0 0.79 0.43
3593,i would like to leave on eleven uh leave tomorrow,1.0 1.0 1.0 1.0 1.0 1.0 0.49 0.45 1.0 1.0
3594,my name is mona,1.0 1.0 1.0 0.43
3595,i'm from spain,0.64 1.0 1.0
3596,can i have six tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3597,i would like to leave on monday evening,1.0 1.0 1.0 0.99 1.0 0.99 1.0 1.0
3598,how much does it cost,0.98 0.98 0.95 0.96 0.98
3599,can i have a ticket,1.0 1.0 1.0 0.57 0.51
3600,my name is patrick,1.0 1.0 1.0 0.99
3601,i'm from france,0.81 1.0 0.94
3602,my name is paolo,1.0 1.0 1.0 0.89
3603,i am from evening,0.59 0.57 1.0 0.63
3604,the capital of italy is rome,1.0 1.0 0.98 1.0 1.0 1.0
3605,i have a older sisters,1.0 1.0 0.62 1.0 0.8
3606,i have a older sisters,1.0 1.0 0.99 1.0 0.92
3607,i have one older sisters,1.0 1.0 0.81 1.0 0.61
3608,i'm going on holidays,0.77 0.99 0.65 0.56
3609,this is my passport,1.0 1.0 1.0 1.0
3610,can i have a ticket to piccadilly circus,0.99 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3611,i would like to pay with post card,1.0 1.0 1.0 1.0 1.0 1.0 0.93 0.93
3612,i would like to pay with euros,1.0 1.0 1.0 0.99 1.0 1.0 0.94
3613,i have only big note,1.0 1.0 1.0 0.92 0.97
3614,i have only great note,1.0 1.0 1.0 0.99 1.0
3615,i have only great note,1.0 1.0 1.0 0.92 0.99
3616,can i pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0
3617,can i pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0
3618,can i have three musical tickets,1.0 1.0 1.0 0.54 1.0 1.0
3619,can i have two tickets for sunday evening,1.0 1.0 1.0 0.97 0.99 1.0 1.0 1.0
3620,can i have two tickets for starlight express,1.0 1.0 1.0 0.98 1.0 1.0 1.0 1.0
3621,i would like to sit in the tenth row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.35 1.0
3622,i have tickets for the natural history museum,1.0 1.0 0.94 1.0 1.0 1.0 1.0 1.0
3623,i need three tickets,1.0 1.0 1.0 1.0
3624,can i have three musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
3625,can i have tickets for tonight,0.84 1.0 1.0 0.79 1.0 0.64
3626,can i have three tickets for starlight express,1.0 1.0 1.0 0.6 1.0 1.0 1.0 1.0
3627,i would like to sit in the front,1.0 1.0 1.0 0.56 1.0 1.0 1.0 0.78
3628,can i have tickets for the natural history museum,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3629,i need two tickets,1.0 1.0 1.0 1.0
3630,can i have three musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
3631,can i have a ticket for sunday evening,1.0 1.0 1.0 0.99 0.99 1.0 1.0 1.0
3632,i would like three tickets for billy elliot,1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0
3633,i would like to sit in the room,1.0 1.0 1.0 0.91 1.0 1.0 1.0 0.81
3634,i would like to sit in the third row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.94 1.0
3635,can i have tickets for the london eye,0.95 1.0 1.0 0.97 1.0 1.0 0.96 0.85
3636,can i have two tickets,1.0 1.0 1.0 0.98 0.99
3637,can i have three musical tickets,1.0 1.0 1.0 1.0 1.0 0.99
3638,can i have two tickets for thursday evening,1.0 1.0 1.0 0.66 1.0 1.0 1.0 1.0
3639,can i have three tickets for mamma mia,0.47 0.98 1.0 0.94 0.96 1.0 1.0 1.0
3640,can i have three tickets for mamma mia,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3641,i would like to sit in the fourth row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.9 1.0
3642,can i have tickets for madame tussauds,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3643,i need two tickets,1.0 1.0 1.0 1.0
3644,can i have one musical ticket,1.0 1.0 1.0 0.61 1.0 0.82
3645,can i have a musical ticket,1.0 1.0 1.0 1.0 1.0 0.96
3646,can i have one musical ticket,1.0 1.0 1.0 0.6 1.0 0.82
3647,i would like to go on thursday evening,1.0 1.0 1.0 1.0 1.0 0.97 0.68 1.0
3648,i would like to go on thursday evening,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3649,can i have a ticket for thursday evening,1.0 1.0 1.0 0.95 0.9 1.0 0.94 1.0
3650,can i have a ticket for the lion king,1.0 1.0 1.0 0.99 0.99 1.0 1.0 1.0 1.0
3651,can i have the lion king tickets,1.0 1.0 1.0 0.68 1.0 1.0 0.55
3652,i'm fine,0.78 0.98
3653,i would like sandals,1.0 1.0 1.0 1.0
3654,i would like brown sandals,1.0 1.0 1.0 1.0 1.0
3655,i need forty-one,1.0 1.0 0.94
3656,i would like jeans,1.0 1.0 1.0 0.78
3657,i would like red jeans,1.0 1.0 1.0 0.6 0.6
3658,i need a small,1.0 1.0 0.9 1.0
3659,how much does the jeans cost,1.0 1.0 1.0 0.98 0.98 1.0
3660,the trousers are too expensive,0.78 0.44 0.99 0.99 0.99
3661,i'm fine,0.7 1.0
3662,i would like sandals,1.0 1.0 1.0 1.0
3663,i would like blue sandals,1.0 1.0 1.0 1.0 1.0
3664,i need forty-one,1.0 0.99 0.87
3665,i would like pants,1.0 1.0 1.0 0.98
3666,i would like my pants,1.0 1.0 1.0 0.3 0.51
3667,i need a small,1.0 1.0 0.95 1.0
3668,this is too far,1.0 1.0 1.0 0.99
3669,this is too four,0.99 0.99 0.96 0.39
3670,this is too far,1.0 1.0 1.0 0.99
3671,i do not want this pants,1.0 1.0 1.0 1.0 0.92 1.0
3672,i do not want this,1.0 1.0 1.0 1.0 1.0
3673,i'm fine,0.61 0.98
3674,i would like boots,1.0 1.0 1.0 1.0
3675,i would like white boots,1.0 1.0 1.0 1.0 1.0
3676,i need thirty seven,1.0 1.0 0.77 0.77
3677,i would like jeans,1.0 1.0 1.0 0.77
3678,i would like peas,1.0 1.0 1.0 0.38
3679,i need a small,1.0 1.0 0.89 1.0
3680,how much does it cost,1.0 1.0 0.79 0.8 0.82
3681,room this is too expensive,0.82 0.73 1.0 1.0 1.0
3682,i'm fine,0.73 1.0
3683,i would like sandals,1.0 1.0 1.0 1.0
3684,i would like blue sandals,1.0 1.0 1.0 1.0 1.0
3685,i need thirty seven,1.0 1.0 0.85 0.85
3686,i would like jeans,1.0 1.0 1.0 0.53
3687,i would like brown jeans,1.0 1.0 1.0 1.0 1.0
3689,how much does it cost,1.0 1.0 0.96 0.96 0.97
3690,the jeans t-shirt too expensive,0.63 0.36 0.5 0.99 1.0
3691,where is the national gallery,1.0 1.0 1.0 1.0 1.0
3692,where is the day,1.0 1.0 0.98 0.27
3693,which bus goes there,1.0 1.0 1.0 1.0
3694,saint pauls cathedral is near bank of england,0.99 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3695,i would like to go,1.0 1.0 1.0 1.0 1.0
3696,i want to go,1.0 1.0 0.99 0.99
3697,i want to go,1.0 1.0 1.0 1.0
3698,where is the british museum,1.0 1.0 1.0 1.0 1.0
3699,where is big ben,1.0 1.0 0.92 0.93
3700,which bus goes there,1.0 1.0 1.0 1.0
3701,saint pauls cathedral is near bank of england,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3702,i want to go,1.0 1.0 1.0 1.0
3703,i want to go,1.0 1.0 1.0 1.0
3704,i would like to go,1.0 1.0 1.0 1.0 1.0
3705,i have no reservation,1.0 1.0 1.0 1.0
3706,i have no reservation,1.0 1.0 1.0 1.0
3707,i will have two tickets to london,1.0 0.58 1.0 1.0 1.0 1.0 1.0
3708,i would like to leave on sunday,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3709,i name is thomas,1.0 0.99 0.99 1.0
3710,i'm from australia,0.52 1.0 1.0
3711,can i have five tickets to london,0.98 1.0 1.0 1.0 1.0 1.0 1.0
3712,i would like to leave on eight tower tomorrow,1.0 1.0 1.0 1.0 1.0 0.56 0.46 0.48 1.0
3713,my name is patrick,0.93 1.0 1.0 1.0
3714,i am from austria,0.97 0.97 1.0 0.98
3715,can i have two tickets to london,0.98 1.0 1.0 0.99 1.0 1.0 1.0
3716,i would like to leave on fifteen o'clock tomorrow,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.95 1.0
3717,i would like to leave at fifteen o'clock tomorrow,1.0 1.0 1.0 1.0 1.0 0.99 0.99 1.0 1.0
3718,my name is janet,1.0 1.0 1.0 1.0
3719,i am from germany,0.71 0.71 1.0 1.0
3720,can i have two tickets to london,0.74 1.0 1.0 0.99 1.0 1.0 1.0
3721,i would like to leave next week,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3722,my name is john,1.0 1.0 1.0 0.97
3723,i'm from switzerland,0.95 1.0 1.0
3724,i would like a ticket to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3725,i would like to leave on saturday morning,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3726,how much does it cost,1.0 1.0 0.88 0.82 0.97
3727,i would like a cheap ticket,1.0 1.0 1.0 0.94 0.77 0.95
3728,my name is stephanie,1.0 1.0 1.0 1.0
3729,i am from canada,0.85 0.85 1.0 1.0
3730,i have a ticket to green park,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3731,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3732,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3733,can i have a ticket to piccadilly circus,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3734,i would like to pay with mastercard,1.0 1.0 1.0 1.0 1.0 1.0 0.98
3735,i would like to pay with dollars,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3736,i have smaller notes,1.0 1.0 1.0 0.63
3737,can i have a ticket to green park,0.99 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3738,i would i like to pay with mastercard,1.0 1.0 0.73 1.0 0.81 1.0 1.0 0.93
3739,i would like to pay with pounds,1.0 1.0 1.0 1.0 1.0 1.0 0.91
3740,i have only great note,1.0 1.0 1.0 0.98 1.0
3741,i have great note,1.0 1.0 0.88 0.96
3742,i have only big note,1.0 1.0 1.0 0.95 0.95
3743,where is the atm,1.0 1.0 0.96 0.7
3744,can i have a ticket to green park,0.86 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3745,i would like to pay with mastercard,1.0 1.0 1.0 1.0 1.0 1.0 0.96
3746,can i have three musical tickets,1.0 1.0 1.0 1.0 1.0 0.99
3747,i would like to go on friday evening,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3748,can i have three tickets for mamma mia,1.0 1.0 1.0 0.53 1.0 1.0 1.0 1.0
3749,i have a ticket for this musical,1.0 0.85 0.98 0.98 1.0 1.0 1.0
3750,can i have four tickets to london,0.74 1.0 1.0 1.0 1.0 1.0 1.0
3751,i would like to leave on eight o'clock tomorrow,1.0 1.0 1.0 1.0 1.0 1.0 0.99 1.0 1.0
3752,i would like to leave on eight tower tomorrow,1.0 1.0 1.0 1.0 1.0 1.0 0.45 0.83 1.0
3753,my name is stephanie,1.0 1.0 1.0 0.96
3754,i'm from france,0.63 1.0 1.0
3755,i have a reservation,1.0 0.72 1.0 1.0
3756,i i have no reservation,0.82 0.71 1.0 0.97 1.0
3757,i haven't a reservation,1.0 0.95 0.94 1.0
3758,i have no reservation,1.0 1.0 0.96 1.0
3759,i have no reservation,1.0 0.9 0.87 1.0
3760,i have no reservation,1.0 1.0 1.0 1.0
3761,can i have a ticket to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3762,i would like to leave at seventeen o'clock tomorrow,1.0 0.91 1.0 1.0 1.0 0.91 0.61 1.0 1.0
3763,i would like to leave on friday zimmer tower tomorrow,1.0 1.0 1.0 1.0 1.0 1.0 0.48 0.28 1.0 1.0
3764,i would like to leave on thursday one tower tomorrow,1.0 1.0 1.0 1.0 1.0 0.94 0.6 0.93 0.5 1.0
3765,my name is andrew,1.0 1.0 1.0 0.66
3766,i am from austria,0.51 0.51 1.0 0.98
3767,can i have two tickets to london,1.0 1.0 1.0 0.98 1.0 1.0 1.0
3768,can i have two tickets to london,1.0 1.0 1.0 0.99 1.0 1.0 1.0
3769,i would like to leave on monday morning,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3770,my name is sarah,1.0 1.0 1.0 1.0
3771,i'm from switzerland,0.85 1.0 1.0
3772,i'm from switzerland,0.66 1.0 1.0
3774,can i have four tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3775,i would like to leave next week,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3776,i would like to leave on next week i would like to leave next week,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.96 1.0 1.0 1.0 1.0 1.0 1.0 0.99
3777,i would like to leave next week,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3778,my name is stephanie,1.0 1.0 1.0 0.99
3779,i am from france,0.6 0.6 1.0 1.0
3780,can i have two tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3781,i would like to leave on nine tower morning,1.0 1.0 1.0 1.0 1.0 0.95 0.87 0.83 1.0
3782,my name is james,1.0 1.0 1.0 1.0
3783,i am from france,0.89 0.89 1.0 1.0
3784,can i have six tickets to london,1.0 1.0 1.0 0.97 1.0 1.0 1.0
3785,i would like to leave next week,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3786,my name is james,1.0 1.0 1.0 1.0
3787,i'm from portugal,0.53 1.0 1.0
3788,can i have four tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3789,i would like to leave on on for jeans nineteen tower morning,1.0 1.0 1.0 1.0 1.0 1.0 0.63 0.66 0.69 0.6 0.91 1.0
3790,i would like to leave on nineteen tower morning,1.0 1.0 1.0 1.0 1.0 0.99 0.73 0.89 1.0
3791,i want to buy nights o'clock tomorrow,1.0 1.0 1.0 0.98 0.74 1.0 1.0
3792,my name is jack,1.0 1.0 1.0 1.0
3793,i'm from germany,0.79 1.0 1.0
3794,to like suites,0.55 0.99 0.85
3795,i'd like a suite,0.99 1.0 0.99 0.99
3796,i'd like sandals,0.92 1.0 0.87
3797,a room,0.98 0.85
3798,i would like suites,1.0 0.99 0.97 0.67
3799,i would like please,1.0 1.0 1.0 0.95
3800,yes i would like the dessert card please,0.66 1.0 1.0 1.0 0.98 0.99 1.0 0.99
3801,i like the dessert card please,0.97 1.0 0.99 0.99 1.0 0.98
3802,i like a twin francs,0.62 0.93 0.51 0.35 0.27
3803,i want to pay with euros,1.0 1.0 0.92 0.75 0.83 0.56
3804,i want swiss francs,0.79 0.75 0.62 0.77
3805,i would like boots,0.71 0.65 0.99 0.46
3806,i would like to pay with swiss francs,1.0 0.99 0.99 0.99 1.0 1.0 0.86 0.86
3807,i would like to pay with post card please,1.0 1.0 1.0 0.87 1.0 0.99 1.0 1.0 1.0
3808,where is the tate modern,1.0 1.0 1.0 1.0 1.0
3809,where is madame tussauds,1.0 1.0 1.0 1.0
3810,which bus goes there,1.0 1.0 1.0 1.0
3811,big ben is near the houses of parliament,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3812,where is the british museum,1.0 1.0 1.0 1.0 1.0
3813,where is the oxford street,1.0 1.0 0.99 1.0 1.0
3814,which bus goes there,1.0 1.0 1.0 1.0
3815,this is near bank of england,1.0 1.0 1.0 1.0 1.0 1.0
3816,a room for nights,0.95 1.0 1.0 0.65
3817,i would like go,1.0 1.0 1.0 1.0
3818,i would like please,0.62 0.57 0.56 0.71
3819,i want to go,1.0 1.0 1.0 1.0
3820,i want to go,1.0 1.0 1.0 1.0
3821,i would like my steak blue,1.0 1.0 1.0 0.78 0.78 0.71
3822,i would like visa,1.0 1.0 0.99 0.45
3823,where is the national gallery,1.0 1.0 1.0 1.0 1.0
3824,i would like the dessert card please,1.0 1.0 1.0 1.0 0.99 1.0 0.78
3825,where is madame tussauds,1.0 1.0 1.0 1.0
3826,i would like the dessert card please,1.0 1.0 1.0 0.9 0.87 1.0 1.0
3827,which bus goes there,1.0 1.0 1.0 1.0
3828,i would like the dessert card please,1.0 1.0 1.0 1.0 0.99 1.0 1.0
3829,marble arch is opposite hyde park,1.0 1.0 1.0 1.0 1.0 1.0
3830,i want a single room please,1.0 1.0 0.99 0.88 0.9 0.9
3831,i would like a fanta,1.0 1.0 1.0 0.75 0.59
3832,i would like the steak,1.0 1.0 1.0 0.53 1.0
3833,i want white boots,0.97 0.97 0.56 0.83
3834,i like a hamburger,0.99 1.0 1.0 1.0
3835,i would like my steak rare,1.0 1.0 1.0 0.98 1.0 1.0
3836,i would like the soup of the day,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3837,i want my hamburger cooked room please,1.0 1.0 1.0 1.0 0.5 0.99 0.99
3838,i would like the please,1.0 1.0 1.0 0.37 0.9
3839,i would like the dessert menu,1.0 1.0 1.0 1.0 0.95 1.0
3840,i would like the lemon cake,1.0 1.0 1.0 0.89 0.97 0.97
3841,i would like the dessert card please,1.0 1.0 1.0 0.96 0.99 1.0 1.0
3842,i would like the bill,1.0 1.0 1.0 1.0 1.0
3843,i would like to pay with mastercard,1.0 1.0 1.0 1.0 1.0 1.0 0.95
3844,i would like three younger sis,1.0 1.0 1.0 0.93 1.0 1.0
3845,i would like the bill please,1.0 1.0 1.0 1.0 1.0 1.0
3846,i would like the bill please,1.0 1.0 1.0 1.0 0.99 0.99
3847,i would like to pay with mastercard,1.0 1.0 1.0 1.0 1.0 1.0 0.99
3848,i would like a coffee,1.0 1.0 1.0 1.0 1.0
3849,i would like the steak,1.0 1.0 1.0 0.95 1.0
3850,i would like my steak blue,1.0 1.0 1.0 1.0 1.0 1.0
3851,i would like the soup of the day,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3852,i would like the dessert menu,1.0 1.0 1.0 1.0 0.95 1.0
3853,i would like the trifle,1.0 1.0 1.0 1.0 1.0
3854,i would like the bill,1.0 1.0 1.0 1.0 1.0
3855,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3856,i have a reservation,1.0 0.95 1.0 0.5
3857,i have a nights,1.0 0.99 0.88 0.51
3858,i would like a ticket to london,1.0 1.0 1.0 0.99 0.99 1.0 1.0
3859,it's,0.79
3860,i would like to leave on friday morning,1.0 1.0 1.0 1.0 1.0 0.99 1.0 1.0
3861,yes i have a reservation,0.94 0.92 0.9 1.0 1.0
3862,yes i have no reservation please,0.97 1.0 1.0 0.97 1.0 1.0
3863,my name is mona,1.0 1.0 1.0 0.96
3864,i am from spain,0.8 0.8 1.0 1.0
3865,i will have a reservation,0.97 0.69 0.96 0.8 1.0
3866,can i have a ticket to london,1.0 1.0 1.0 0.89 0.89 1.0 1.0
3867,i would like to leave at forty tower morning,1.0 1.0 1.0 1.0 1.0 0.44 0.45 0.64 1.0
3868,i would like to leave five fourteen o'clock tomorrow,1.0 1.0 1.0 1.0 1.0 0.45 0.47 1.0 1.0
3869,i would like to leave on forty-four tomorrow,1.0 1.0 1.0 1.0 1.0 1.0 0.54 1.0
3870,my name is maddalena,1.0 1.0 1.0 1.0
3871,i am from england,0.55 0.55 1.0 1.0
3872,i would like four musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
3874,i would like four tickets for sunday evening,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3875,i would like four tickets for the lion,1.0 1.0 1.0 1.0 1.0 1.0 0.99 0.99
3876,i would like to sit in the third row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.99 1.0
3877,i would like tickets for the national gallery,1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0
3878,i need three tickets,1.0 1.0 1.0 0.98
3879,i would like three musical tickets,1.0 1.0 1.0 0.98 1.0 0.99
3880,i would like three tickets for tuesday evening,1.0 1.0 1.0 0.92 1.0 1.0 0.81 1.0
3881,i would like three tickets for the lion,1.0 1.0 1.0 0.62 1.0 1.0 1.0 1.0
3882,i i would like a ticket for this musical,0.76 1.0 0.96 1.0 0.97 0.97 1.0 1.0 1.0
3883,i would like to sit in the fifth row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.53 1.0
3884,i would like tickets for the science museum,1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0
3885,i would like three tickets,1.0 1.0 1.0 1.0 1.0
3886,i would like three musical tickets,1.0 1.0 1.0 1.0 1.0 0.99
3887,i would like three tickets for wednesday evening,1.0 1.0 1.0 0.99 1.0 1.0 1.0 1.0
3888,i would like two tickets for billy elliot,1.0 1.0 1.0 0.73 1.0 1.0 1.0 1.0
3889,i would like to sit back,1.0 1.0 1.0 1.0 1.0 1.0
3890,i would like tickets for the science museum,1.0 1.0 1.0 0.98 1.0 1.0 1.0 1.0
3891,i would like two tickets,1.0 1.0 1.0 1.0 1.0
3892,i'm fine,0.8 1.0
3893,i would like sandals,1.0 1.0 1.0 1.0
3894,i would like white sandals,1.0 1.0 1.0 1.0 1.0
3895,i need thirty seven,1.0 1.0 0.72 0.72
3896,i would like a sweatshirt,1.0 1.0 1.0 0.96 1.0
3897,i would like green sweatshirt,1.0 1.0 1.0 0.75 1.0
3898,i need large,1.0 1.0 1.0
3899,this is too large,1.0 1.0 1.0 1.0
3900,i do not want this sweatshirt,1.0 1.0 1.0 1.0 1.0 1.0
3901,i do not want this,1.0 1.0 1.0 1.0 1.0
3902,i'm fine,0.92 1.0
3903,i would like boots,1.0 1.0 1.0 1.0
3904,i would like red boots,1.0 1.0 1.0 1.0 1.0
3905,i need forty,1.0 0.99 0.98
3906,i would like jeans,1.0 1.0 1.0 0.82
3907,i would like a green jeans,1.0 1.0 1.0 0.69 1.0 1.0
3908,i need a small,1.0 1.0 0.89 1.0
3909,how much does the jeans cost,1.0 1.0 1.0 1.0 1.0 1.0
3910,this is too expensive,1.0 1.0 1.0 1.0
3911,i'm fine,0.81 1.0
3912,i would like sandals,1.0 1.0 1.0 1.0
3913,i would like white sandals,1.0 1.0 1.0 0.97 1.0
3914,i need thirty six,1.0 1.0 0.99 0.99
3915,i would like dessert,1.0 1.0 1.0 0.88
3916,i would like a sweatshirt,1.0 1.0 1.0 0.99 0.82
3917,i need a small,1.0 1.0 0.79 1.0
3918,how much does it cost,1.0 1.0 0.94 0.97 1.0
3919,the shirt is too expensive,0.94 0.85 1.0 1.0 1.0
3920,i would like a suite,1.0 1.0 1.0 0.95 0.75
3921,i would like the sunday roast,1.0 1.0 1.0 1.0 1.0 1.0
3922,i would like the sunday roast,1.0 1.0 1.0 1.0 1.0 1.0
3923,i would like my sunday roast rare,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3924,i would like peas,1.0 1.0 1.0 0.91
3925,this is not what i ordered,1.0 1.0 1.0 1.0 1.0 1.0
3926,i would like the dessert menu,1.0 1.0 1.0 0.99 0.95 1.0
3927,i would like the lemon cake,1.0 1.0 1.0 0.83 0.86 0.86
3928,i would like the bill,1.0 1.0 1.0 1.0 1.0
3929,i would like the bill,1.0 1.0 1.0 1.0 1.0
3930,i would like to pay with credit card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3931,i would like to pay with post card,1.0 1.0 1.0 1.0 1.0 1.0 0.96 0.96
3932,i would like four musical tickets,1.0 1.0 1.0 1.0 1.0 0.99
3933,i would like to go tomorrow evening,1.0 1.0 1.0 1.0 1.0 1.0 1.0
3934,i would like four tickets for billy elliot,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
3935,i would like to sit in the tenth row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.97 1.0
